球員,位置,攻擊得分,攔網得分,發球得分,接發,防守,舉球,總得分,match_id,隊伍類型,球員名稱
禹良聖 #30,Setter,0,0,2,0,0,40,2,8500,客隊,禹良聖
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,8500,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,8500,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,0,0,0,0,0,8500,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,1,0,0,8500,客隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,1,0,0,8500,客隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,8500,客隊,柯宗甫
林聖恩 #27,Libero,0,0,0,7,2,0,0,8500,客隊,林聖恩
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8500,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,1,3,0,8500,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,8500,客隊,馬可
陳政錡 #4,MiddleBlocker,4,2,0,0,0,0,6,8500,主隊,陳政錡
穆多 #15,MiddleBlocker,4,2,0,1,0,0,6,8500,主隊,穆多
劉博元 #5,OutsideHitter,4,1,1,10,4,0,6,8500,主隊,劉博元
劉鴻敏 #7,OutsideHitter,4,0,0,1,1,0,4,8500,主隊,劉鴻敏
李尼希米 #1,OutsideHitter,3,0,0,3,2,0,3,8500,主隊,李尼希米
洪𤋮鈞 #8,OppositeHitter,3,0,0,0,0,0,3,8500,主隊,洪𤋮鈞
李權紘 #66,OppositeHitter,2,0,0,0,0,0,2,8500,主隊,李權紘
利安 #10,OppositeHitter,2,0,0,0,0,0,2,8500,主隊,利安
花村和哉 #14,OutsideHitter,0,0,1,0,0,0,1,8500,主隊,花村和哉
黃仁威 #20,Setter,0,0,0,0,0,2,0,8500,主隊,黃仁威
鄭玉森 #16,Libero,0,0,0,1,0,0,0,8500,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,8500,主隊,甘茂宏
高得益 #12,Setter,0,0,0,0,7,33,0,8500,主隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,8500,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,8500,主隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,8500,主隊,許美中
黃意凱 #32,Libero,0,0,0,7,5,3,0,8500,主隊,黃意凱
高偉誠 #9,OppositeHitter,20,0,0,28,2,1,20,8501,客隊,高偉誠
雷貝洛 #8,OutsideHitter,13,2,0,9,3,0,15,8501,客隊,雷貝洛
曾祥銘 #14,MiddleBlocker,9,2,1,3,1,0,12,8501,客隊,曾祥銘
安德烈 #5,MiddleBlocker,6,3,1,0,1,0,10,8501,客隊,安德烈
洪榮發 #99,OppositeHitter,4,1,0,0,5,0,5,8501,客隊,洪榮發
陳冠銘 #4,OppositeHitter,0,2,0,0,2,0,2,8501,客隊,陳冠銘
申承勳 #6,Setter,0,1,0,0,2,53,1,8501,客隊,申承勳
趙宇陽 #7,Setter,0,0,0,0,1,6,0,8501,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,0,0,0,0,8501,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,8501,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,8501,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,8,4,0,0,8501,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,8501,客隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,8501,客隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,8501,客隊,哈雷
劉鴻敏 #7,OutsideHitter,19,3,1,9,4,0,23,8501,主隊,劉鴻敏
陳政錡 #4,MiddleBlocker,10,6,1,0,0,0,17,8501,主隊,陳政錡
劉博元 #5,OutsideHitter,13,0,0,18,9,0,13,8501,主隊,劉博元
穆多 #15,MiddleBlocker,8,1,0,2,3,0,9,8501,主隊,穆多
花村和哉 #14,OutsideHitter,7,0,1,0,0,1,8,8501,主隊,花村和哉
高得益 #12,Setter,1,0,0,0,2,58,1,8501,主隊,高得益
利安 #10,OppositeHitter,1,0,0,0,0,0,1,8501,主隊,利安
李尼希米 #1,OutsideHitter,0,0,0,2,0,0,0,8501,主隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,7,0,8501,主隊,黃仁威
李權紘 #66,OppositeHitter,0,0,0,0,0,0,0,8501,主隊,李權紘
鄭玉森 #16,Libero,0,0,0,3,0,0,0,8501,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,8501,主隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,8501,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,8501,主隊,阿薩力
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,1,0,0,8501,主隊,洪𤋮鈞
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,8501,主隊,許美中
黃意凱 #32,Libero,0,0,0,17,7,1,0,8501,主隊,黃意凱
睿克 #14,OutsideHitter,21,1,0,14,10,0,22,8502,客隊,睿克
思丹 #10,OppositeHitter,14,1,1,2,2,0,16,8502,客隊,思丹
馬亞拉 #17,MiddleBlocker,5,4,2,0,2,0,11,8502,客隊,馬亞拉
陳建禎 #19,OutsideHitter,9,1,0,17,8,0,10,8502,客隊,陳建禎
許睿恩 #15,MiddleBlocker,4,3,2,1,1,0,9,8502,客隊,許睿恩
陳玠廷 #7,Setter,1,4,2,0,7,62,7,8502,客隊,陳玠廷
柯宗甫 #13,MiddleBlocker,1,0,0,0,0,0,1,8502,客隊,柯宗甫
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,8502,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,8502,客隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,8502,客隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,8502,客隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,8502,客隊,張庭輔
林聖恩 #27,Libero,0,0,0,13,5,0,0,8502,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,8502,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8502,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,1,18,0,8502,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,8502,客隊,馬可
施琅 #9,OutsideHitter,30,2,0,9,6,2,32,8502,主隊,施琅
吳宗軒 #11,OppositeHitter,18,1,3,0,8,2,22,8502,主隊,吳宗軒
汪秉勳 #15,MiddleBlocker,8,2,1,1,4,0,11,8502,主隊,汪秉勳
宋柏霆 #12,OutsideHitter,4,1,4,18,4,1,9,8502,主隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,6,0,0,0,0,0,6,8502,主隊,蔡秉諺
漢佳 #2,OutsideHitter,1,0,0,6,0,0,1,8502,主隊,漢佳
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,8502,主隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,2,0,8502,主隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,8502,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,10,5,5,0,8502,主隊,張昀亮
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,8502,主隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,2,0,0,8502,主隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,6,56,0,8502,主隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,8502,主隊,許廷恩
施琅 #9,OutsideHitter,18,5,2,13,2,0,25,8503,客隊,施琅
漢佳 #2,OutsideHitter,12,1,2,11,4,0,15,8503,客隊,漢佳
汪秉勳 #15,MiddleBlocker,4,4,2,0,1,0,10,8503,客隊,汪秉勳
吳宗軒 #11,OppositeHitter,8,1,0,0,2,0,9,8503,客隊,吳宗軒
蔡秉諺 #14,MiddleBlocker,5,0,1,0,1,1,6,8503,客隊,蔡秉諺
宋柏霆 #12,OutsideHitter,3,0,0,5,1,1,3,8503,客隊,宋柏霆
莊哲育 #4,Setter,0,1,0,0,0,12,1,8503,客隊,莊哲育
薩蘭迪 #17,Setter,0,1,0,0,6,37,1,8503,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,8503,客隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,8503,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,5,3,1,0,8503,客隊,張昀亮
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,8503,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,2,0,0,8503,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,8503,客隊,許廷恩
李權紘 #66,OppositeHitter,12,1,0,0,4,0,13,8503,主隊,李權紘
洪𤋮鈞 #8,OppositeHitter,11,2,0,11,2,1,13,8503,主隊,洪𤋮鈞
陳政錡 #4,MiddleBlocker,7,3,0,0,0,0,10,8503,主隊,陳政錡
劉博元 #5,OutsideHitter,7,0,1,7,0,1,8,8503,主隊,劉博元
穆多 #15,MiddleBlocker,4,2,0,0,0,0,6,8503,主隊,穆多
高得益 #12,Setter,0,1,1,0,2,52,2,8503,主隊,高得益
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,8503,主隊,李尼希米
劉鴻敏 #7,OutsideHitter,0,0,0,0,0,0,0,8503,主隊,劉鴻敏
黃仁威 #20,Setter,0,0,0,0,0,0,0,8503,主隊,黃仁威
鄭玉森 #16,Libero,0,0,0,0,0,0,0,8503,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,8503,主隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,8503,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,8503,主隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,8503,主隊,許美中
花村和哉 #14,OutsideHitter,0,0,0,4,0,0,0,8503,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,8503,主隊,利安
黃意凱 #32,Libero,0,0,0,20,8,2,0,8503,主隊,黃意凱
高偉誠 #9,OppositeHitter,18,0,0,18,4,0,18,8504,客隊,高偉誠
洪榮發 #99,OppositeHitter,16,0,1,0,7,0,17,8504,客隊,洪榮發
雷貝洛 #8,OutsideHitter,12,1,0,16,5,0,13,8504,客隊,雷貝洛
曾祥銘 #14,MiddleBlocker,10,1,1,0,3,0,12,8504,客隊,曾祥銘
安德烈 #5,MiddleBlocker,6,3,0,3,0,0,9,8504,客隊,安德烈
劉少宇 #20,Setter,0,2,2,0,1,54,4,8504,客隊,劉少宇
申承勳 #6,Setter,1,1,0,0,0,16,2,8504,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,1,0,0,0,0,1,8504,客隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,1,2,0,8504,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,5,0,0,0,8504,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,8504,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,8504,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,9,7,2,0,8504,客隊,范鍾坪圻
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,8504,客隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,8504,客隊,哈雷
洪𤋮鈞 #8,OppositeHitter,16,3,1,17,1,1,20,8504,主隊,洪𤋮鈞
陳政錡 #4,MiddleBlocker,12,2,0,0,0,1,14,8504,主隊,陳政錡
李權紘 #66,OppositeHitter,10,1,1,0,7,0,12,8504,主隊,李權紘
劉博元 #5,OutsideHitter,10,1,1,10,4,0,12,8504,主隊,劉博元
穆多 #15,MiddleBlocker,4,3,1,0,2,0,8,8504,主隊,穆多
劉鴻敏 #7,OutsideHitter,3,0,0,9,0,0,3,8504,主隊,劉鴻敏
高得益 #12,Setter,0,1,0,0,3,72,1,8504,主隊,高得益
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,8504,主隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,0,0,8504,主隊,黃仁威
鄭玉森 #16,Libero,0,0,0,0,0,0,0,8504,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,8504,主隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,8504,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,8504,主隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,8504,主隊,許美中
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,8504,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,8504,主隊,利安
黃意凱 #32,Libero,0,0,0,19,8,2,0,8504,主隊,黃意凱
高偉誠 #9,OppositeHitter,26,2,1,14,1,0,29,8505,客隊,高偉誠
安德烈 #5,MiddleBlocker,10,6,0,0,1,0,16,8505,客隊,安德烈
雷貝洛 #8,OutsideHitter,10,0,1,4,1,0,11,8505,客隊,雷貝洛
曾祥銘 #14,MiddleBlocker,8,2,0,0,1,0,10,8505,客隊,曾祥銘
洪榮發 #99,OppositeHitter,7,1,1,0,2,0,9,8505,客隊,洪榮發
申承勳 #6,Setter,3,1,2,0,0,22,6,8505,客隊,申承勳
陳冠銘 #4,OppositeHitter,1,0,0,0,0,0,1,8505,客隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,0,0,0,8505,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,1,0,0,0,8505,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,8505,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,8505,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,6,4,0,0,8505,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,8505,客隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,8505,客隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,8505,客隊,哈雷
思丹 #10,OppositeHitter,22,4,0,0,0,0,26,8505,主隊,思丹
陳建禎 #19,OutsideHitter,11,4,2,13,3,0,17,8505,主隊,陳建禎
彭浩銘 #2,MiddleBlocker,9,3,1,0,0,0,13,8505,主隊,彭浩銘
馬可 #3,OutsideHitter,11,0,1,1,1,0,12,8505,主隊,馬可
許睿恩 #15,MiddleBlocker,8,1,0,0,0,0,9,8505,主隊,許睿恩
睿克 #14,OutsideHitter,5,1,0,2,1,0,6,8505,主隊,睿克
盧清銓 #22,Setter,1,1,0,0,0,16,2,8505,主隊,盧清銓
陳玠廷 #7,Setter,0,0,1,0,0,5,1,8505,主隊,陳玠廷
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,8505,主隊,呂慶鴻
鄭博升 #9,Libero,0,0,0,0,0,0,0,8505,主隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,8505,主隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,8505,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,8505,主隊,柯宗甫
林聖恩 #27,Libero,0,0,0,6,1,1,0,8505,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,8505,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8505,主隊,阿巴西
馬亞拉 #17,MiddleBlocker,0,0,0,0,0,0,0,8505,主隊,馬亞拉
施琅 #9,OutsideHitter,25,0,1,8,0,0,26,8506,客隊,施琅
漢佳 #2,OutsideHitter,19,3,1,6,1,0,23,8506,客隊,漢佳
吳宗軒 #11,OppositeHitter,10,0,0,0,1,0,10,8506,客隊,吳宗軒
宋柏霆 #12,OutsideHitter,7,0,0,0,0,0,7,8506,客隊,宋柏霆
汪秉勳 #15,MiddleBlocker,2,2,1,0,0,0,5,8506,客隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,5,0,0,0,1,0,5,8506,客隊,蔡秉諺
莊哲育 #4,Setter,0,1,2,0,1,6,3,8506,客隊,莊哲育
許廷恩 #44,OppositeHitter,1,0,1,0,0,0,2,8506,客隊,許廷恩
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,8506,客隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,8506,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,3,1,0,0,8506,客隊,張昀亮
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,8506,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,5,3,0,0,8506,客隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,1,8,0,8506,客隊,薩蘭迪
睿克 #14,OutsideHitter,19,3,1,3,0,0,23,8506,主隊,睿克
陳建禎 #19,OutsideHitter,14,3,1,16,0,0,18,8506,主隊,陳建禎
彭浩銘 #2,MiddleBlocker,7,2,0,0,0,0,9,8506,主隊,彭浩銘
周冠宇 #11,OppositeHitter,8,0,1,0,0,0,9,8506,主隊,周冠宇
思丹 #10,OppositeHitter,6,2,0,0,0,0,8,8506,主隊,思丹
馬亞拉 #17,MiddleBlocker,4,2,0,2,0,0,6,8506,主隊,馬亞拉
陳玠廷 #7,Setter,0,1,0,0,0,12,1,8506,主隊,陳玠廷
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,8506,主隊,呂慶鴻
鄭博升 #9,Libero,0,0,0,0,1,0,0,8506,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,8506,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,8506,主隊,柯宗甫
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,8506,主隊,許睿恩
林聖恩 #27,Libero,0,0,0,6,1,0,0,8506,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,6,0,8506,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8506,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,1,0,8506,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,1,0,0,0,8506,主隊,馬可
漢佳 #2,OutsideHitter,14,6,0,20,1,0,20,8507,客隊,漢佳
施琅 #9,OutsideHitter,14,2,1,11,1,0,17,8507,客隊,施琅
吳宗軒 #11,OppositeHitter,13,2,0,0,3,2,15,8507,客隊,吳宗軒
汪秉勳 #15,MiddleBlocker,7,2,1,1,1,0,10,8507,客隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,4,2,1,1,2,0,7,8507,客隊,蔡秉諺
宋柏霆 #12,OutsideHitter,2,0,0,0,0,0,2,8507,客隊,宋柏霆
黃謙巽 #18,OutsideHitter,1,0,0,0,0,0,1,8507,客隊,黃謙巽
薩蘭迪 #17,Setter,0,0,1,0,1,28,1,8507,客隊,薩蘭迪
莊哲育 #4,Setter,0,0,0,0,1,5,0,8507,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,8507,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,12,4,2,0,8507,客隊,張昀亮
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,8507,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,1,0,0,8507,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,8507,客隊,許廷恩
利安 #10,OppositeHitter,13,3,0,0,1,1,16,8507,主隊,利安
劉博元 #5,OutsideHitter,13,1,2,17,4,0,16,8507,主隊,劉博元
穆多 #15,MiddleBlocker,11,4,0,1,0,0,15,8507,主隊,穆多
陳政錡 #4,MiddleBlocker,6,7,0,1,1,0,13,8507,主隊,陳政錡
劉鴻敏 #7,OutsideHitter,5,4,0,8,3,0,9,8507,主隊,劉鴻敏
洪𤋮鈞 #8,OppositeHitter,4,1,0,0,2,0,5,8507,主隊,洪𤋮鈞
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,8507,主隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,2,7,0,8507,主隊,黃仁威
李權紘 #66,OppositeHitter,0,0,0,0,0,0,0,8507,主隊,李權紘
鄭玉森 #16,Libero,0,0,0,6,0,0,0,8507,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,8507,主隊,甘茂宏
高得益 #12,Setter,0,0,0,1,1,38,0,8507,主隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,8507,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,8507,主隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,8507,主隊,許美中
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,8507,主隊,花村和哉
黃意凱 #32,Libero,0,0,0,10,3,1,0,8507,主隊,黃意凱
雷貝洛 #8,OutsideHitter,17,3,0,8,2,0,20,8508,客隊,雷貝洛
高偉誠 #9,OppositeHitter,15,2,0,15,1,0,17,8508,客隊,高偉誠
曾祥銘 #14,MiddleBlocker,7,3,1,2,1,0,11,8508,客隊,曾祥銘
安德烈 #5,MiddleBlocker,4,4,0,0,0,1,8,8508,客隊,安德烈
洪榮發 #99,OppositeHitter,4,0,0,0,2,0,4,8508,客隊,洪榮發
申承勳 #6,Setter,2,0,0,0,0,24,2,8508,客隊,申承勳
陳冠銘 #4,OppositeHitter,1,0,0,0,0,0,1,8508,客隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,0,11,0,8508,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,1,1,0,0,8508,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,8508,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,8508,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,8,5,0,0,8508,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,8508,客隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,8508,客隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,8508,客隊,哈雷
馬可 #3,OutsideHitter,21,1,2,9,6,0,24,8508,主隊,馬可
陳建禎 #19,OutsideHitter,16,1,1,22,5,0,18,8508,主隊,陳建禎
思丹 #10,OppositeHitter,12,0,0,0,4,0,12,8508,主隊,思丹
馬亞拉 #17,MiddleBlocker,11,1,0,2,5,0,12,8508,主隊,馬亞拉
許睿恩 #15,MiddleBlocker,5,3,0,3,3,0,8,8508,主隊,許睿恩
彭浩銘 #2,MiddleBlocker,3,0,0,0,0,0,3,8508,主隊,彭浩銘
陳玠廷 #7,Setter,0,0,1,0,1,48,1,8508,主隊,陳玠廷
呂慶鴻 #1,Libero,0,0,0,8,8,0,0,8508,主隊,呂慶鴻
鄭博升 #9,Libero,0,0,0,0,0,0,0,8508,主隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,8508,主隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,8508,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,8508,主隊,柯宗甫
睿克 #14,OutsideHitter,0,0,0,0,0,0,0,8508,主隊,睿克
林聖恩 #27,Libero,0,0,0,0,0,0,0,8508,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,8508,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8508,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,1,1,0,8508,主隊,盧清銓
施琅 #9,OutsideHitter,27,1,1,5,2,0,29,8509,客隊,施琅
吳宗軒 #11,OppositeHitter,22,1,1,0,2,0,24,8509,客隊,吳宗軒
漢佳 #2,OutsideHitter,19,2,0,17,1,1,21,8509,客隊,漢佳
汪秉勳 #15,MiddleBlocker,5,4,1,2,1,0,10,8509,客隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,1,2,2,0,3,0,5,8509,客隊,蔡秉諺
薩蘭迪 #17,Setter,0,0,2,0,1,33,2,8509,客隊,薩蘭迪
宋柏霆 #12,OutsideHitter,1,0,0,0,0,0,1,8509,客隊,宋柏霆
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,8509,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,1,0,8509,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,8509,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,17,17,2,0,8509,客隊,張昀亮
施宗諭 #10,MiddleBlocker,0,0,0,0,0,0,0,8509,客隊,施宗諭
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,8509,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,8509,客隊,許廷恩
思丹 #10,OppositeHitter,20,3,0,0,2,0,23,8509,主隊,思丹
陳建禎 #19,OutsideHitter,15,2,2,11,8,0,19,8509,主隊,陳建禎
馬可 #3,OutsideHitter,14,0,3,16,2,0,17,8509,主隊,馬可
許睿恩 #15,MiddleBlocker,5,1,0,0,1,0,6,8509,主隊,許睿恩
馬亞拉 #17,MiddleBlocker,3,3,0,2,1,0,6,8509,主隊,馬亞拉
鄭博升 #9,Libero,2,0,0,1,0,0,2,8509,主隊,鄭博升
彭浩銘 #2,MiddleBlocker,1,0,0,0,0,0,1,8509,主隊,彭浩銘
盧清銓 #22,Setter,0,0,1,0,0,25,1,8509,主隊,盧清銓
呂慶鴻 #1,Libero,0,0,0,13,5,2,0,8509,主隊,呂慶鴻
陳玠廷 #7,Setter,0,0,0,0,0,0,0,8509,主隊,陳玠廷
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,8509,主隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,8509,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,8509,主隊,柯宗甫
睿克 #14,OutsideHitter,0,0,0,0,0,0,0,8509,主隊,睿克
林聖恩 #27,Libero,0,0,0,0,0,0,0,8509,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,21,0,8509,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,8509,主隊,阿巴西
高偉誠 #9,OppositeHitter,22,0,0,13,4,0,22,8510,客隊,高偉誠
雷貝洛 #8,OutsideHitter,12,5,1,3,4,0,18,8510,客隊,雷貝洛
安德烈 #5,MiddleBlocker,6,6,0,1,0,0,12,8510,客隊,安德烈
洪榮發 #99,OppositeHitter,8,2,1,0,3,0,11,8510,客隊,洪榮發
曾祥銘 #14,MiddleBlocker,5,3,1,0,2,0,9,8510,客隊,曾祥銘
申承勳 #6,Setter,1,2,1,0,1,52,4,8510,客隊,申承勳
陳冠銘 #4,OppositeHitter,1,0,0,0,0,0,1,8510,客隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,0,0,0,8510,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,0,0,0,0,8510,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,2,0,0,0,8510,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,8510,客隊,郭宇祥
