球員,位置,攻擊得分,攔網得分,發球得分,接發,防守,舉球,總得分,match_id,隊伍類型,球員名稱
吳宗軒 #11,OppositeHitter,15,0,0,0,3,1,15,6090,客隊,吳宗軒
施琅 #9,OutsideHitter,15,0,0,6,5,0,15,6090,客隊,施琅
漢佳 #2,OutsideHitter,12,1,0,3,2,0,13,6090,客隊,漢佳
蔡秉諺 #14,MiddleBlocker,3,0,0,0,1,0,3,6090,客隊,蔡秉諺
施宗諭 #10,MiddleBlocker,3,0,0,0,1,1,3,6090,客隊,施宗諭
林冠洲 #13,OutsideHitter,2,0,0,0,0,0,2,6090,客隊,林冠洲
薩蘭迪 #17,Setter,0,0,1,0,4,38,1,6090,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6090,客隊,黃謙巽
汪秉勳 #15,MiddleBlocker,0,0,0,0,0,0,0,6090,客隊,汪秉勳
莊哲育 #4,Setter,0,0,0,0,0,1,0,6090,客隊,莊哲育
張昀亮 #16,Libero,0,0,0,0,0,0,0,6090,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6090,客隊,宋柏霆
蘇厚禎 #20,Libero,0,0,0,4,8,1,0,6090,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6090,客隊,許廷恩
花村和哉 #14,OutsideHitter,10,0,1,8,1,0,11,6090,主隊,花村和哉
劉鴻敏 #7,OutsideHitter,8,0,0,12,3,1,8,6090,主隊,劉鴻敏
李權紘 #66,OppositeHitter,4,1,1,0,1,0,6,6090,主隊,李權紘
甘茂宏 #9,MiddleBlocker,2,1,1,1,1,0,4,6090,主隊,甘茂宏
陳政錡 #4,MiddleBlocker,2,0,0,1,2,0,2,6090,主隊,陳政錡
洪𤋮鈞 #8,OppositeHitter,1,1,0,2,0,0,2,6090,主隊,洪𤋮鈞
黃仁威 #20,Setter,1,0,0,0,3,24,1,6090,主隊,黃仁威
高得益 #12,Setter,0,0,1,0,3,19,1,6090,主隊,高得益
豹爾文 #27,OppositeHitter,1,0,0,0,0,0,1,6090,主隊,豹爾文
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6090,主隊,李尼希米
鄭玉森 #16,Libero,0,0,0,7,3,4,0,6090,主隊,鄭玉森
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6090,主隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6090,主隊,許美中
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6090,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6090,主隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6090,主隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6090,主隊,黃意凱
睿克 #14,OutsideHitter,20,0,1,1,2,1,21,6091,客隊,睿克
陳建禎 #19,OutsideHitter,15,1,2,4,1,0,18,6091,客隊,陳建禎
思丹 #10,OppositeHitter,14,1,2,0,1,0,17,6091,客隊,思丹
馬亞拉 #17,MiddleBlocker,4,5,0,1,1,0,9,6091,客隊,馬亞拉
柯宗甫 #13,MiddleBlocker,4,0,0,0,1,0,4,6091,客隊,柯宗甫
周冠宇 #11,OppositeHitter,0,0,1,0,0,0,1,6091,客隊,周冠宇
許睿恩 #15,MiddleBlocker,0,1,0,0,0,0,1,6091,客隊,許睿恩
禹良聖 #30,Setter,1,0,0,0,0,0,1,6091,客隊,禹良聖
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6091,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6091,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,0,0,0,31,0,6091,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,0,0,0,6091,客隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6091,客隊,張庭輔
林聖恩 #27,Libero,0,0,0,4,5,0,0,6091,客隊,林聖恩
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6091,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,0,0,6091,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6091,客隊,馬可
哈雷 #3,OutsideHitter,18,1,0,5,4,0,19,6091,主隊,哈雷
雷貝洛 #8,OutsideHitter,16,0,2,3,1,0,18,6091,主隊,雷貝洛
高偉誠 #9,OppositeHitter,10,1,0,0,1,1,11,6091,主隊,高偉誠
曾祥銘 #14,MiddleBlocker,7,1,0,0,2,1,8,6091,主隊,曾祥銘
陳冠中 #21,MiddleBlocker,2,2,0,0,0,0,4,6091,主隊,陳冠中
安德烈 #5,MiddleBlocker,1,1,1,0,0,0,3,6091,主隊,安德烈
劉少宇 #20,Setter,1,0,0,0,1,1,1,6091,主隊,劉少宇
趙宇陽 #7,Setter,0,0,0,0,1,25,0,6091,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,4,1,0,0,6091,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6091,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6091,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,2,0,0,6091,主隊,范鍾坪圻
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6091,主隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6091,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6091,主隊,陳冠銘
施琅 #9,OutsideHitter,20,2,0,7,4,0,22,6092,客隊,施琅
漢佳 #2,OutsideHitter,12,3,0,1,0,1,15,6092,客隊,漢佳
吳宗軒 #11,OppositeHitter,10,2,0,0,1,0,12,6092,客隊,吳宗軒
施宗諭 #10,MiddleBlocker,3,1,0,0,0,0,4,6092,客隊,施宗諭
汪秉勳 #15,MiddleBlocker,2,1,0,0,0,0,3,6092,客隊,汪秉勳
莊哲育 #4,Setter,1,0,0,0,0,0,1,6092,客隊,莊哲育
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6092,客隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6092,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,5,4,2,0,6092,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6092,客隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6092,客隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6092,客隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,1,37,0,6092,客隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6092,客隊,許廷恩
高偉誠 #9,OppositeHitter,11,3,1,0,1,0,15,6092,主隊,高偉誠
雷貝洛 #8,OutsideHitter,7,2,1,16,0,0,10,6092,主隊,雷貝洛
哈雷 #3,OutsideHitter,9,0,0,14,2,0,9,6092,主隊,哈雷
曾祥銘 #14,MiddleBlocker,7,0,0,0,1,0,7,6092,主隊,曾祥銘
安德烈 #5,MiddleBlocker,3,2,1,0,0,1,6,6092,主隊,安德烈
劉少宇 #20,Setter,1,0,0,0,1,36,1,6092,主隊,劉少宇
趙宇陽 #7,Setter,0,0,0,0,0,0,0,6092,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,8,5,1,0,6092,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6092,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6092,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,3,0,0,6092,主隊,范鍾坪圻
陳冠中 #21,MiddleBlocker,0,0,0,0,0,1,0,6092,主隊,陳冠中
洪榮發 #99,OppositeHitter,0,0,0,0,0,0,0,6092,主隊,洪榮發
申承勳 #6,Setter,0,0,0,0,0,0,0,6092,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6092,主隊,陳冠銘
思丹 #10,OppositeHitter,22,3,1,0,0,0,26,6093,客隊,思丹
陳建禎 #19,OutsideHitter,11,2,0,4,5,1,13,6093,客隊,陳建禎
馬亞拉 #17,MiddleBlocker,6,2,0,2,1,0,8,6093,客隊,馬亞拉
睿克 #14,OutsideHitter,7,0,0,8,3,1,7,6093,客隊,睿克
陳玠廷 #7,Setter,1,1,1,0,4,49,3,6093,客隊,陳玠廷
柯宗甫 #13,MiddleBlocker,3,0,0,0,0,0,3,6093,客隊,柯宗甫
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6093,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6093,客隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6093,客隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,6093,客隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6093,客隊,張庭輔
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6093,客隊,許睿恩
林聖恩 #27,Libero,0,0,0,5,6,2,0,6093,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,3,0,6093,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6093,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,0,0,6093,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6093,客隊,馬可
李權紘 #66,OppositeHitter,14,0,0,0,2,0,14,6093,主隊,李權紘
劉鴻敏 #7,OutsideHitter,11,0,1,10,7,0,12,6093,主隊,劉鴻敏
陳政錡 #4,MiddleBlocker,8,2,0,1,0,0,10,6093,主隊,陳政錡
花村和哉 #14,OutsideHitter,8,1,0,6,3,0,9,6093,主隊,花村和哉
甘茂宏 #9,MiddleBlocker,1,1,1,0,0,0,3,6093,主隊,甘茂宏
黃仁威 #20,Setter,2,0,0,0,6,50,2,6093,主隊,黃仁威
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6093,主隊,李尼希米
鄭玉森 #16,Libero,0,0,0,14,6,1,0,6093,主隊,鄭玉森
高得益 #12,Setter,0,0,0,0,0,0,0,6093,主隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6093,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6093,主隊,阿薩力
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6093,主隊,洪𤋮鈞
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6093,主隊,許美中
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6093,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6093,主隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6093,主隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6093,主隊,黃意凱
高偉誠 #9,OppositeHitter,11,0,0,3,0,1,11,6094,客隊,高偉誠
洪榮發 #99,OppositeHitter,9,1,0,0,1,0,10,6094,客隊,洪榮發
哈雷 #3,OutsideHitter,8,0,2,4,0,0,10,6094,客隊,哈雷
曾祥銘 #14,MiddleBlocker,3,2,2,0,0,0,7,6094,客隊,曾祥銘
安德烈 #5,MiddleBlocker,0,3,0,1,0,0,3,6094,客隊,安德烈
趙宇陽 #7,Setter,0,0,0,0,1,6,0,6094,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,5,2,2,0,6094,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6094,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6094,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,3,0,0,6094,客隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,10,0,6094,客隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6094,客隊,陳冠中
雷貝洛 #8,OutsideHitter,0,0,0,0,0,0,0,6094,客隊,雷貝洛
申承勳 #6,Setter,0,0,0,0,0,0,0,6094,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6094,客隊,陳冠銘
吳宗軒 #11,OppositeHitter,12,2,1,0,2,0,15,6094,主隊,吳宗軒
施琅 #9,OutsideHitter,15,0,0,5,1,0,15,6094,主隊,施琅
漢佳 #2,OutsideHitter,9,2,0,2,4,0,11,6094,主隊,漢佳
汪秉勳 #15,MiddleBlocker,2,1,0,0,0,0,3,6094,主隊,汪秉勳
施宗諭 #10,MiddleBlocker,1,1,0,0,3,0,2,6094,主隊,施宗諭
林冠洲 #13,OutsideHitter,0,1,0,1,0,0,1,6094,主隊,林冠洲
薩蘭迪 #17,Setter,1,0,0,0,5,32,1,6094,主隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6094,主隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,0,0,6094,主隊,莊哲育
張昀亮 #16,Libero,0,0,0,8,6,3,0,6094,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6094,主隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6094,主隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6094,主隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6094,主隊,許廷恩
李權紘 #66,OppositeHitter,21,0,2,0,1,0,23,6095,客隊,李權紘
花村和哉 #14,OutsideHitter,11,0,0,8,0,0,11,6095,客隊,花村和哉
劉鴻敏 #7,OutsideHitter,8,0,1,10,3,1,9,6095,客隊,劉鴻敏
陳政錡 #4,MiddleBlocker,4,1,0,0,0,0,5,6095,客隊,陳政錡
甘茂宏 #9,MiddleBlocker,3,0,0,1,0,0,3,6095,客隊,甘茂宏
高得益 #12,Setter,2,0,0,0,0,24,2,6095,客隊,高得益
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6095,客隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,4,0,6095,客隊,黃仁威
鄭玉森 #16,Libero,0,0,0,11,4,0,0,6095,客隊,鄭玉森
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6095,客隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6095,客隊,阿薩力
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6095,客隊,洪𤋮鈞
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6095,客隊,許美中
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6095,客隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6095,客隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6095,客隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6095,客隊,黃意凱
思丹 #10,OppositeHitter,15,4,1,0,0,0,20,6095,主隊,思丹
睿克 #14,OutsideHitter,15,2,0,4,1,0,17,6095,主隊,睿克
陳建禎 #19,OutsideHitter,11,2,0,7,0,0,13,6095,主隊,陳建禎
許睿恩 #15,MiddleBlocker,3,1,0,0,0,0,4,6095,主隊,許睿恩
馬亞拉 #17,MiddleBlocker,3,1,0,0,2,0,4,6095,主隊,馬亞拉
陳玠廷 #7,Setter,1,0,2,0,0,32,3,6095,主隊,陳玠廷
周冠宇 #11,OppositeHitter,0,1,0,0,0,0,1,6095,主隊,周冠宇
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6095,主隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6095,主隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6095,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6095,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,1,0,0,0,6095,主隊,柯宗甫
林聖恩 #27,Libero,0,0,0,9,4,1,0,6095,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,6095,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6095,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,0,0,6095,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6095,主隊,馬可
高偉誠 #9,OppositeHitter,20,0,1,15,2,0,21,6096,客隊,高偉誠
哈雷 #3,OutsideHitter,14,1,1,5,0,1,16,6096,客隊,哈雷
洪榮發 #99,OppositeHitter,10,0,0,0,2,1,10,6096,客隊,洪榮發
安德烈 #5,MiddleBlocker,4,3,0,1,0,0,7,6096,客隊,安德烈
曾祥銘 #14,MiddleBlocker,4,2,0,0,0,0,6,6096,客隊,曾祥銘
劉少宇 #20,Setter,1,1,1,0,0,13,3,6096,客隊,劉少宇
趙宇陽 #7,Setter,1,0,0,0,0,17,1,6096,客隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,15,3,0,0,6096,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6096,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6096,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,2,0,0,6096,客隊,范鍾坪圻
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6096,客隊,陳冠中
雷貝洛 #8,OutsideHitter,0,0,0,0,0,0,0,6096,客隊,雷貝洛
申承勳 #6,Setter,0,0,0,0,0,0,0,6096,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6096,客隊,陳冠銘
睿克 #14,OutsideHitter,20,1,1,4,3,0,22,6096,主隊,睿克
陳建禎 #19,OutsideHitter,18,1,2,13,1,0,21,6096,主隊,陳建禎
思丹 #10,OppositeHitter,14,0,0,0,0,0,14,6096,主隊,思丹
許睿恩 #15,MiddleBlocker,2,8,0,2,0,0,10,6096,主隊,許睿恩
馬亞拉 #17,MiddleBlocker,3,0,0,2,0,0,3,6096,主隊,馬亞拉
陳玠廷 #7,Setter,0,2,0,0,3,40,2,6096,主隊,陳玠廷
周冠宇 #11,OppositeHitter,1,0,0,0,0,0,1,6096,主隊,周冠宇
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6096,主隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6096,主隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6096,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6096,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,6096,主隊,柯宗甫
林聖恩 #27,Libero,0,0,0,16,9,2,0,6096,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,6096,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6096,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,3,0,6096,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6096,主隊,馬可
李權紘 #66,OppositeHitter,14,0,0,0,0,1,14,6097,客隊,李權紘
花村和哉 #14,OutsideHitter,11,0,0,0,0,0,11,6097,客隊,花村和哉
甘茂宏 #9,MiddleBlocker,4,3,2,0,0,0,9,6097,客隊,甘茂宏
陳政錡 #4,MiddleBlocker,5,3,0,0,0,1,8,6097,客隊,陳政錡
阿薩力 #99,OutsideHitter,5,0,0,1,0,0,5,6097,客隊,阿薩力
劉鴻敏 #7,OutsideHitter,4,0,0,2,1,1,4,6097,客隊,劉鴻敏
黃仁威 #20,Setter,2,0,0,0,0,3,2,6097,客隊,黃仁威
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6097,客隊,李尼希米
鄭玉森 #16,Libero,0,0,0,2,1,1,0,6097,客隊,鄭玉森
高得益 #12,Setter,0,0,0,0,0,5,0,6097,客隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6097,客隊,豹爾文
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6097,客隊,洪𤋮鈞
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6097,客隊,許美中
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6097,客隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6097,客隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6097,客隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6097,客隊,黃意凱
施琅 #9,OutsideHitter,20,2,0,8,1,1,22,6097,主隊,施琅
吳宗軒 #11,OppositeHitter,16,2,2,0,0,1,20,6097,主隊,吳宗軒
漢佳 #2,OutsideHitter,13,4,3,4,1,1,20,6097,主隊,漢佳
蔡秉諺 #14,MiddleBlocker,5,2,0,0,0,0,7,6097,主隊,蔡秉諺
施宗諭 #10,MiddleBlocker,3,0,0,1,0,1,3,6097,主隊,施宗諭
莊哲育 #4,Setter,0,1,0,0,0,1,1,6097,主隊,莊哲育
林冠洲 #13,OutsideHitter,1,0,0,1,0,0,1,6097,主隊,林冠洲
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6097,主隊,黃謙巽
汪秉勳 #15,MiddleBlocker,0,0,0,0,0,0,0,6097,主隊,汪秉勳
張昀亮 #16,Libero,0,0,0,0,0,0,0,6097,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6097,主隊,宋柏霆
蘇厚禎 #20,Libero,0,0,0,3,1,0,0,6097,主隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,1,23,0,6097,主隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6097,主隊,許廷恩
高偉誠 #9,OppositeHitter,14,1,0,10,1,0,15,6098,客隊,高偉誠
曾祥銘 #14,MiddleBlocker,9,0,0,6,1,1,9,6098,客隊,曾祥銘
洪榮發 #99,OppositeHitter,5,1,0,0,0,0,6,6098,客隊,洪榮發
陳冠中 #21,MiddleBlocker,4,1,0,0,0,0,5,6098,客隊,陳冠中
趙宇陽 #7,Setter,1,0,0,0,0,7,1,6098,客隊,趙宇陽
劉少宇 #20,Setter,0,0,1,0,0,3,1,6098,客隊,劉少宇
安德烈 #5,MiddleBlocker,1,0,0,2,0,0,1,6098,客隊,安德烈
簡顯銘 #10,Libero,0,0,0,7,1,2,0,6098,客隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6098,客隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6098,客隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,0,0,0,6098,客隊,范鍾坪圻
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6098,客隊,哈雷
雷貝洛 #8,OutsideHitter,0,0,0,0,0,0,0,6098,客隊,雷貝洛
申承勳 #6,Setter,0,0,0,0,0,0,0,6098,客隊,申承勳
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6098,客隊,陳冠銘
施琅 #9,OutsideHitter,14,0,1,8,2,1,15,6098,主隊,施琅
吳宗軒 #11,OppositeHitter,10,0,3,0,1,0,13,6098,主隊,吳宗軒
漢佳 #2,OutsideHitter,9,0,0,3,1,2,9,6098,主隊,漢佳
施宗諭 #10,MiddleBlocker,5,1,0,1,1,0,6,6098,主隊,施宗諭
汪秉勳 #15,MiddleBlocker,3,1,1,0,1,0,5,6098,主隊,汪秉勳
莊哲育 #4,Setter,1,0,0,0,0,3,1,6098,主隊,莊哲育
薩蘭迪 #17,Setter,0,0,1,0,2,19,1,6098,主隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6098,主隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,1,0,0,0,6098,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,3,2,0,0,6098,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6098,主隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6098,主隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6098,主隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6098,主隊,許廷恩
李權紘 #66,OppositeHitter,11,0,0,0,0,1,11,6099,客隊,李權紘
花村和哉 #14,OutsideHitter,9,1,1,9,0,0,11,6099,客隊,花村和哉
陳政錡 #4,MiddleBlocker,5,2,1,0,1,0,8,6099,客隊,陳政錡
甘茂宏 #9,MiddleBlocker,3,2,0,0,0,0,5,6099,客隊,甘茂宏
劉鴻敏 #7,OutsideHitter,4,0,0,6,0,0,4,6099,客隊,劉鴻敏
阿薩力 #99,OutsideHitter,3,0,0,3,0,0,3,6099,客隊,阿薩力
許美中 #56,MiddleBlocker,1,0,0,2,0,0,1,6099,客隊,許美中
利安 #10,OppositeHitter,1,0,0,0,0,0,1,6099,客隊,利安
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6099,客隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,4,0,6099,客隊,黃仁威
鄭玉森 #16,Libero,0,0,0,8,2,0,0,6099,客隊,鄭玉森
高得益 #12,Setter,0,0,0,0,0,20,0,6099,客隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6099,客隊,豹爾文
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6099,客隊,洪𤋮鈞
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6099,客隊,穆多
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6099,客隊,劉博元
黃意凱 #32,Libero,0,0,0,0,0,0,0,6099,客隊,黃意凱
思丹 #10,OppositeHitter,12,1,0,0,0,0,13,6099,主隊,思丹
馬亞拉 #17,MiddleBlocker,10,3,0,0,1,0,13,6099,主隊,馬亞拉
睿克 #14,OutsideHitter,9,1,1,2,1,1,11,6099,主隊,睿克
陳建禎 #19,OutsideHitter,10,0,1,4,6,0,11,6099,主隊,陳建禎
許睿恩 #15,MiddleBlocker,3,2,0,0,0,0,5,6099,主隊,許睿恩
陳玠廷 #7,Setter,0,1,2,0,2,16,3,6099,主隊,陳玠廷
周冠宇 #11,OppositeHitter,1,0,0,0,0,0,1,6099,主隊,周冠宇
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6099,主隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6099,主隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6099,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6099,主隊,張庭輔
柯宗甫 #13,MiddleBlocker,0,0,0,0,0,0,0,6099,主隊,柯宗甫
林聖恩 #27,Libero,0,0,0,8,3,1,0,6099,主隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,1,0,6099,主隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6099,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,8,0,6099,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6099,主隊,馬可
高偉誠 #9,OppositeHitter,31,2,2,16,1,0,35,6100,客隊,高偉誠
洪榮發 #99,OppositeHitter,18,0,0,0,2,0,18,6100,客隊,洪榮發
曾祥銘 #14,MiddleBlocker,10,4,2,12,3,0,16,6100,客隊,曾祥銘
安德烈 #5,MiddleBlocker,3,4,1,1,1,0,8,6100,客隊,安德烈
陳冠中 #21,MiddleBlocker,2,1,0,1,0,0,3,6100,客隊,陳冠中
劉少宇 #20,Setter,0,0,2,0,0,30,2,6100,客隊,劉少宇
趙宇陽 #7,Setter,0,0,0,0,0,11,0,6100,客隊,趙宇陽
